sentence,name,vshort,short,average,tall,vtall
Georgia is 59.99 cm tall.,Georgia,1,2.460291962627708e-7,3.158900221587566e-8,5.816611006809818e-9,0
Ronald is 60 cm tall.,Ronald,1,2.462643074062958e-7,3.161235498567771e-8,5.820091011776929e-9,0
Forrest is 60.02 cm tall.,Forrest,1,2.467352883727312e-7,3.165911881454509e-8,5.827058050884064e-9,0
Ollie 's height is 60.03 cm.,Ollie,1,2.4697115880011824e-7,3.168252990953379e-8,5.830545088529751e-9,0
Deborah is 60.04 cm.,Deborah,1,2.4720728292726427e-7,3.170596048220518e-8,5.834034473909664e-9,0
Charlotte is 60.05 cm.,Charlotte,1,2.474436610574025e-7,3.172941055056665e-8,5.8375262087802635e-9,0
Craig 's height is 60.06 cm.,Craig,1,2.4768029349416443e-7,3.175288013264388e-8,5.841020294899406e-9,0
Yvonne 's height is 60.08 cm.,Yvonne,1,2.4815432250408007e-7,3.179987791014008e-8,5.848015527922072e-9,0
Jenny is 60.09 cm tall.,Jenny,1,2.4839171968649554e-7,3.182340614170224e-8,5.851516678348606e-9,0
Claude is 60.1 cm.,Claude,1,2.4862937239405833e-7,3.184695395926639e-8,5.8550201870696715e-9,0
Sylvia is 60.12 cm tall.,Sylvia,1,2.4910544560756263e-7,3.18941084248898e-8,5.862034286457368e-9,0
May is 60.13 cm tall.,May,1,2.4934386672597783e-7,3.191771510923943e-8,5.865544880658611e-9,0
Eugene is 60.14 cm.,Eugene,1,2.495825445944905e-7,3.194134145217213e-8,5.869057840223616e-9,0
Susie 's height is 60.15 cm.,Susie,1,2.498214795203455e-7,3.196498747187933e-8,5.8725731669233364e-9,0
Aurora is 60.16 cm.,Aurora,1,2.50060671811193e-7,3.198865318657099e-8,5.8760908625301526e-9,0
Dora is 60.17 cm tall.,Dora,1,2.5030012177508917e-7,3.201233861447563e-8,5.87961092881796e-9,0
Judith is 60.18 cm tall.,Judith,1,2.5053982972049436e-7,3.203604377384028e-8,5.883133367562063e-9,0
Easton is 60.19 cm tall.,Easton,1,2.507797959562752e-7,3.2059768682930593e-08,5.886658180539246e-9,0
Garrett is 60.2 cm.,Garrett,1,2.510200207917064e-7,3.2083513360030816e-8,5.8901853695277785e-9,0
Gladys is 60.22 cm.,Gladys,1,2.515012475006527e-7,3.213106209149106e-8,5.8972468826592106e-9,0
Christopher 's height is 60.25 cm.,Christopher,1,2.522250348167547e-7,3.220253390693358e-8,5.907857016982022e-9,0
Hunter is 60.26 cm tall.,Hunter,1,2.524668177676955e-7,3.222639757710656e-8,5.911398499464026e-9,0
Hubert 's height is 60.28 cm.,Hubert,1,2.529511663101514e-7,3.227418462545285e-8,5.918488631718677e-9,0
Kaitlyn is 60.29 cm.,Kaitlyn,1,2.5319373252717726e-7,3.229810804051244e-8,5.922037285072804e-9,0
Kendall is 60.31 cm tall.,Kendall,1,2.53679650419699e-7,3.234601474476183e-8,5.929141775199487e-9,0
Annette is 60.32 cm.,Annette,1,2.539230027231838e-7,3.236999807095077e-8,5.9326976155624045e-9,0
Kent is 60.33 cm tall.,Kent,1,2.5416661768416796e-7,3.239400140454701e-8,5.936255855187749e-9,0
Dominic is 60.34 cm tall.,Dominic,1,2.5441049561768296e-7,3.2418024764097226e-8,5.939816495874405e-9,0
Virgil is 60.35 cm tall.,Virgil,1,2.546546368391749e-7,3.2442068168167224e-8,5.943379539422741e-9,0
Francis is 60.36 cm tall.,Francis,1,2.548990416645081e-7,3.246613163534169e-8,5.946944987634617e-9,0
Chris is 60.37 cm.,Chris,1,2.551437104099617e-7,3.249021518422428e-8,5.950512842313357e-9,0
Emmett 's height is 60.38 cm.,Emmett,1,2.553886433922335e-7,3.2514318833437616e-8,5.95408310526379e-9,0
Allan is 60.39 cm.,Allan,1,2.556338409284392e-7,3.253844260162331e-8,5.957655778292249e-9,0
Brian 's height is 60.4 cm.,Brian,1,2.5587930333611337e-7,3.2562586507442006e-8,5.961230863206539e-9,0
Debra 's height is 60.41 cm.,Debra,1,2.5612503093320873e-7,3.258675056957338e-8,5.964808361815936e-9,0
Lucy is 60.42 cm tall.,Lucy,1,2.563710240380999e-7,3.261093480671619e-8,5.9683882759312624e-9,0
Damian is 60.43 cm.,Damian,1,2.5661728296958e-7,3.26351392375883e-8,5.971970607364784e-9,0
May is 60.44 cm tall.,May,1,2.568638080468641e-7,3.265936388092648e-8,5.975555357930286e-9,0
Maggie is 60.45 cm tall.,Maggie,1,2.571105995895899e-7,3.268360875548696e-8,5.979142529443042e-9,0
Benjamin is 60.46 cm.,Benjamin,1,2.573576579178156e-7,3.2707873880044925e-8,5.982732123719855e-9,0
Suzanne is 60.47 cm.,Suzanne,1,2.576049833520235e-7,3.2732159273394594e-8,5.986324142578976e-9,0
Salvatore 's height is 60.48 cm.,Salvatore,1,2.578525762131193e-7,3.275646495434974e-8,5.9899185878402025e-9,0
Geoffrey is 60.49 cm tall.,Geoffrey,1,2.581004368224328e-7,3.278079094174297e-8,5.993515461324789e-9,0
Donald 's height is 60.5 cm.,Donald,1,2.5834856550171775e-7,3.2805137254426346e-8,5.997114764855546e-9,0
Cecil is 60.52 cm tall.,Cecil,1,2.588456283593495e-7,3.285389093116777e-8,6.004320669354208e-9,0
Isabel 's height is 60.53 cm.,Isabel,1,2.5909456318333457e-7,3.287829833302629e-8,6.007927273975232e-9,0
Guy is 60.54 cm tall.,Guy,1,2.593437673685688e-7,3.290272613577561e-8,6.011536315948614e-9,0
Isabel is 60.55 cm.,Isabel,1,2.5959324123894054e-7,3.2927174358364423e-8,6.015147797104701e-9,0
Gary is 60.56 cm tall.,Gary,1,2.598429851187656e-7,3.295164301976042e-8,6.018761719275302e-9,0
Kiara 's height is 60.59 cm.,Kiara,1,2.605938400645575e-7,3.302517182676122e-8,6.029618150215403e-9,0
Brent 's height is 60.6 cm.,Brent,1,2.608446672339445e-7,3.3049722433452645e-8,6.033241854792785e-9,0
Derrick is 60.61 cm tall.,Derrick,1,2.610957660408126e-7,3.3074293574081715e-8,6.03686800956663e-9,0
Amber 's height is 60.63 cm.,Amber,1,2.615987798750233e-7,3.312349753351021e-8,6.044127677068908e-9,0
Sally is 60.64 cm.,Sally,1,2.618506955574645e-7,3.314813039053712e-8,6.047761193483784e-9,0
Eliza 's height is 60.66 cm.,Eliza,1,2.623553460940171e-7,3.319745795493168e-8,6.055035600868588e-9,0
Madeleine is 60.67 cm.,Madeleine,1,2.626080816058338e-7,3.3222152700644233e-8,6.0586764955340975e-9,0
Delilah is 60.68 cm.,Delilah,1,2.628610910525396e-7,3.32468681142963e-8,6.062319853314605e-9,0
Nadia 's height is 60.7 cm.,Nadia,1,2.6336793307082426e-7,3.3296361022324475e-8,6.069613965628671e-9,0
Jessie is 60.71 cm.,Jessie,1,2.6362176630360083e-7,3.332113855520269e-8,6.073264723870055e-9,0
Lloyd is 60.73 cm tall.,Lloyd,1,2.641302588727011e-7,3.337075587509028e-8,6.080573653802612e-9,0
Kerry 's height is 60.75 cm.,Kerry,1,2.6463985512669704e-7,3.342045632925363e-8,6.087892480727555e-9,0
May 's height is 60.76 cm.,May,1,2.6489506796724396e-7,3.344533778005065e-8,6.09155561021521e-9,0
Summer 's height is 60.79 cm.,Summer,1,2.6566236934590346e-7,3.352010725991662e-8,6.1025598851504e-9,0
Miranda is 60.8 cm tall.,Miranda,1,2.6591869187227295e-7,3.3545072193760736e-8,6.106232945176193e-9,0
Angelica 's height is 60.81 cm.,Angelica,1,2.6617529265706457e-7,3.357005804696427e-8,6.109908492507855e-9,0
Bill is 60.82 cm tall.,Bill,1,2.6643217203595393e-7,3.359506483900611e-8,6.113586529017021e-9,0
Ramon 's height is 60.83 cm.,Ramon,1,2.666893303450621e-7,3.3620092589385114e-8,6.117267056576888e-9,0
Wayne is 60.84 cm.,Wayne,1,2.669467679209564e-7,3.364514131762009e-8,6.120950077062187e-9,0
Nellie is 60.85 cm.,Nellie,1,2.672044851006498e-7,3.367021104324986e-8,6.124635592349188e-9,0
Kelley is 60.86 cm tall.,Kelley,1,2.674624822216048e-7,3.369530178583326e-8,6.1283236043157355e-9,0
Jacob is 60.87 cm tall.,Jacob,1,2.6772075962172977e-7,3.372041356494924e-8,6.1320141148412235e-9,0
Angela is 60.88 cm.,Angela,1,2.679793176393832e-7,3.374554640019657e-8,6.135707125806601e-9,0
Hunter is 60.89 cm.,Hunter,1,2.682381566133725e-7,3.37707003111945e-8,6.139402639094367e-9,0
Iris 's height is 60.9 cm.,Iris,1,2.684972768829555e-7,3.3795875317582024e-8,6.14310065658861e-9,0
Gary is 60.91 cm tall.,Gary,1,2.687566787878393e-7,3.38210714390184e-8,6.146801180174935e-9,0
Anna is 60.92 cm.,Anna,1,2.6901636266818453e-7,3.384628869518324e-8,6.150504211740545e-9,0
Garrett 's height is 60.93 cm.,Garrett,1,2.6927632886460243e-7,3.387152710577598e-8,6.154209753174176e-9,0
Ryder is 60.94 cm.,Ryder,1,2.6953657771815634e-7,3.389678669051648e-8,6.157917806366144e-9,0
Kathleen 's height is 60.95 cm.,Kathleen,1,2.6979710957036487e-7,3.3922067469144784e-8,6.1616283732083486e-9,0
Wendy 's height is 60.96 cm.,Wendy,1,2.700579247631984e-7,3.394736946142115e-8,6.165341455594241e-9,0
Forrest is 60.97 cm tall.,Forrest,1,2.7031902363908324e-7,3.3972692687126134e-8,6.169057055418815e-9,0
Vincent 's height is 60.98 cm.,Vincent,1,2.7058040654090065e-7,3.399803716606058e-8,6.172775174578694e-9,0
Bob is 60.99 cm.,Bob,1,2.7084207381198803e-7,3.402340291804561e-8,6.176495814972013e-9,0
Leonardo 's height is 61.01 cm.,Leonardo,1,2.7136626283760316e-7,3.407419832055378e-8,6.18394466705951e-9,0
Whitney is 61.04 cm tall.,Whitney,1,2.721546877552686e-7,3.4150551468894767e-8,6.195136901986224e-9,0
Anita is 61.07 cm.,Anita,1,2.729456906258368e-7,3.422709714900666e-8,6.206351930822018e-9,0
Alberta is 61.08 cm tall.,Alberta,1,2.732099327460811e-7,3.425265525376173e-8,6.210095347993718e-9,0
Jade is 61.09 cm.,Jade,1,2.7347446269418883e-7,3.427823483090118e-8,6.213841305467267e-9,0
Javier 's height is 61.1 cm.,Javier,1,2.737392808185564e-7,3.430383590047094e-8,6.217589805158187e-9,0
Tyler is 61.11 cm tall.,Tyler,1,2.740043874680442e-7,3.432945848253792e-8,6.221340848983629e-9,0
Bella is 61.12 cm.,Bella,1,2.742697829919773e-7,3.435510259718927e-8,6.225094438862294e-9,0
Sophie is 61.13 cm tall.,Sophie,1,2.7453546774014495e-7,3.438076826453291e-8,6.228850576714526e-9,0
Mallory is 61.14 cm tall.,Mallory,1,2.748014420628044e-7,3.44064555046976e-8,6.232609264462226e-9,0
Malik is 61.15 cm.,Malik,1,2.750677063106776e-7,3.4432164337832447e-8,6.23637050402891e-9,0
Tracy 's height is 61.16 cm.,Tracy,1,2.7533426083495443e-7,3.445789478410749e-8,6.240134297339651e-9,0
Jacob is 61.18 cm.,Jacob,1,2.758682421198223e-7,3.4509420596861677e-8,6.2476695529017865e-9,0
Lindsey is 61.19 cm.,Lindsey,1,2.7613566958513486e-7,3.4535216003784504e-8,6.251441019011352e-9,0
Michael is 61.2 cm tall.,Michael,1,2.7640338873629876e-7,3.4561033104734924e-8,6.255215046581401e-9,0
Ronald is 61.21 cm.,Ronald,1,2.7667139992685087e-7,3.458687191998677e-8,6.258991637545038e-9,0
Wilson 's height is 61.22 cm.,Wilson,1,2.769397035107984e-7,3.461273246983473e-8,6.2627707938369545e-9,0
Sherry is 61.23 cm tall.,Sherry,1,2.7720829984262303e-7,3.463861477459436e-8,6.266552517393487e-9,0
Mitchell 's height is 61.24 cm.,Mitchell,1,2.77477189277277e-7,3.4664518854602144e-8,6.270336810152529e-9,0
Naomi 's height is 61.25 cm.,Naomi,1,2.777463721701872e-7,3.469044473021528e-8,6.2741236740536415e-9,0
Allen is 61.26 cm.,Allen,1,2.780158488772541e-7,3.471639242181223e-8,6.2779131110379515e-9,0
Calvin is 61.27 cm.,Calvin,1,2.7828561975485393e-7,3.474236194979218e-8,6.2817051230482304e-9,0
Rex is 61.28 cm tall.,Rex,1,2.785556851598378e-7,3.4768353334575375e-8,6.285499712028849e-9,0
Melissa 's height is 61.3 cm.,Melissa,1,2.7909670098174295e-7,3.4820401756337486e-8,6.293096628686626e-9,0
Mildred 's height is 61.31 cm.,Mildred,1,2.793676521147507e-7,3.484645883426207e-8,6.296898960260595e-9,0
Kayla is 61.32 cm tall.,Kayla,1,2.796388992073162e-7,3.487253785088103e-8,6.300703876598549e-9,0
Betsy is 61.33 cm.,Betsy,1,2.7991044261867867e-7,3.489863882672012e-8,6.304511379652928e-9,0
Jo is 61.34 cm tall.,Jo,1,2.801822827085575e-7,3.492476178232579e-8,6.30832147137784e-9,0
Peyton is 61.36 cm.,Peyton,1,2.8072685436514116e-7,3.4977073715129366e-8,6.315949428663658e-9,0
Delilah is 61.37 cm tall.,Delilah,1,2.809995866536892e-7,3.500326273352638e-8,6.319767298140853e-9,0
Roberto 's height is 61.38 cm.,Roberto,1,2.8127261706444e-7,3.502947381408831e-8,6.323587764121138e-9,0
Bryan is 61.4 cm.,Bryan,1,2.818195737015481e-7,3.508196224433866e-8,6.331236493441528e-9,0
Serena 's height is 61.41 cm.,Serena,1,2.8209350065361276e-7,3.510823963539615e-8,6.335064760710936e-9,0
Isabelle is 61.42 cm.,Isabelle,1,2.823677271792994e-7,3.513453917135675e-8,6.3388956323421204e-09,0
Cathy is 61.43 cm tall.,Cathy,1,2.8264225364267605e-7,3.516086087295828e-8,6.342729110303806e-9,0
Therese is 61.44 cm.,Therese,1,2.8291708040829634e-7,3.518720476095994e-8,6.346565196566387e-9,0
Patty is 61.45 cm tall.,Patty,1,2.831922078412038e-7,3.521357085614234e-8,6.350403893101885e-9,0
Emanuel is 61.46 cm tall.,Emanuel,1,2.8346763630692793e-7,3.5239959179307525e-8,6.354245201883989e-9,0
Edward 's height is 61.47 cm.,Edward,1,2.837433661714882e-7,3.5266369751278766e-8,6.358089124887983e-9,0
Stephen is 61.48 cm.,Stephen,1,2.8401939780139344e-7,3.5292802592901186e-8,6.361935664090835e-9,0
Gladys is 61.49 cm.,Gladys,1,2.8429573156364314e-7,3.5319257725041e-8,6.365784821471117e-9,0
Nathan is 61.51 cm.,Nathan,1,2.848493069556263e-7,3.537223494444602e-8,6.373490998686652e-9,0
Lynne 's height is 61.52 cm.,Lynne,1,2.8512654932181734e-7,3.539875707355169e-8,6.377348022487316e-9,0
Julie is 61.53 cm tall.,Julie,1,2.854040952932663e-7,3.5425301576855736e-8,6.381207672396305e-9,0
Mckenna is 61.54 cm.,Mckenna,1,2.8568194523943495e-7,3.545186847533214e-8,6.385069950400434e-9,0
Luke is 61.55 cm tall.,Luke,1,2.8596009953027946e-7,3.5478457789976945e-8,6.388934858488215e-9,0
Colby is 61.57 cm tall.,Colby,1,2.865173226282977e-7,3.553170375186277e-8,6.3966725728769446e-9,0
Aria 's height is 61.58 cm.,Aria,1,2.8679639217786357e-7,3.5558360441203814e-8,6.400545383163181e-9,0
Kendall 's height is 61.59 cm.,Kendall,1,2.8707576755689007e-7,3.558503963091312e-8,6.404420831503619e-9,0
Garrett is 61.61 cm.,Garrett,1,2.876354372935851e-7,3.5638465595875546e-8,6.412179650335861e-9,0
Aria 's height is 61.62 cm.,Aria,1,2.8791573239763165e-7,3.566521241340265e-8,6.416063024826236e-9,0
Grace 's height is 61.64 cm.,Grace,1,2.884772449468185e-7,3.5718773824397257e-8,6.423837713964379e-9,0
Joey is 61.65 cm tall.,Joey,1,2.8875846314134167e-7,3.5745588460269824e-8,6.427729032620727e-9,0
Pat is 61.66 cm.,Pat,1,2.8903998978290997e-7,3.57724257446989e-8,6.431623003343729e-9,0
Brody is 61.68 cm.,Brody,1,2.896039699114811e-7,3.58261683442781e-8,6.439418909025226e-9,0
Justine 's height is 61.69 cm.,Justine,1,2.898864241518928e-7,3.5853073702008456e-8,6.443320848005656e-9,0
Neal is 61.7 cm.,Neal,1,2.9016918834617064e-7,3.588000179345641e-8,6.447225447096622e-9,0
Rodney 's height is 61.71 cm.,Rodney,1,2.904522628722839e-7,3.5906952639966985e-8,6.451132708313284e-9,0
Randolph is 61.72 cm.,Randolph,1,2.907356481087079e-7,3.59339262629075e-8,6.455042633672478e-9,0
Carter 's height is 61.73 cm.,Carter,1,2.910193444344278e-7,3.596092268366727e-8,6.4589552251927334e-9,0
Daisy is 61.74 cm tall.,Daisy,1,2.913033522289353e-7,3.598794192365775e-8,6.462870484894235e-9,0
Cara is 61.75 cm.,Cara,1,2.915876718722324e-7,3.6014984004312467e-8,6.466788414798867e-9,0
Jay 's height is 61.77 cm.,Jay,1,2.9215724822775336e-7,3.6069136773459573e-8,6.474632293313536e-9,0
Peyton 's height is 61.78 cm.,Peyton,1,2.9244250570253466e-7,3.609624750492989e-8,6.478558245975771e-9,0
Nancy is 61.8 cm tall.,Nancy,1,2.930139611563704e-7,3.615053776927554e-8,6.4864181882532274e-9,0
Faye is 61.82 cm.,Faye,1,2.9358667316887055e-7,3.620491991256947e-8,6.494288860011965e-9,0
Elijah is 61.83 cm.,Elijah,1,2.938735013439116e-7,3.6232145492808765e-8,6.498228224532175e-9,0
Wade 's height is 61.84 cm.,Wade,1,2.9416064481080047e-7,3.625939410761387e-8,6.502170277528534e-9,0
Miriam is 61.85 cm tall.,Miriam,1,2.944481039546722e-7,3.6286665778640915e-8,6.506115021039831e-9,0
Jay is 61.87 cm.,Jay,1,2.9502397081649927e-7,3.634127837609755e-8,6.514012587771016e-9,0
Roy is 61.88 cm tall.,Roy,1,2.9531237930731633e-7,3.636861934595139e-8,6.5179654150770315e-9,0
Diego 's height is 61.89 cm.,Diego,1,2.9560110502084443e-7,3.6395983458876084e-8,6.521920941070249e-9,0
Glen 's height is 61.9 cm.,Glen,1,2.958901483448143e-7,3.6423370736640004e-8,6.525879167798023e-9,0
Amber is 61.91 cm tall.,Amber,1,2.9617950966747796e-7,3.645078120103389e-8,6.529840097309366e-9,0
Nancy 's height is 61.92 cm.,Nancy,1,2.964691893776113e-7,3.647821487387147e-8,6.533803731655043e-9,0
Destiny 's height is 61.93 cm.,Destiny,1,2.967591878645119e-7,3.6505671776988584e-8,6.537770072887487e-9,0
Dan 's height is 61.94 cm.,Dan,1,2.970495055180003e-7,3.653315193224395e-8,6.541739123060899e-9,0
Lawrence is 61.95 cm tall.,Lawrence,1,2.973401427284236e-7,3.6560655361518835e-8,6.5457108842311566e-9,0
August 's height is 61.96 cm.,August,1,2.9763109988665187e-7,3.6588182086717177e-8,6.549685358455875e-9,0
Thomas is 61.97 cm tall.,Thomas,1,2.979223773840825e-7,3.661573212976556e-8,6.553662547794348e-9,0
Terri 's height is 61.98 cm.,Terri,1,2.982139756126391e-7,3.664330551261331e-8,6.557642454307653e-9,0
Shawn is 61.99 cm tall.,Shawn,1,2.985058949647734e-7,3.667090225723245e-8,6.561625080058528e-9,0
Peyton is 62 cm tall.,Peyton,1,2.98798135833464e-7,3.6698522385617774e-8,6.565610427111466e-9,0
Philip is 62.01 cm.,Philip,1,2.9909069861222017e-7,3.672616591978686e-8,6.569598497532671e-9,0
Steve is 62.03 cm tall.,Steve,1,2.9967679147661464e-7,3.678152329366064e-8,6.577582816753398e-9,0
Conner is 62.04 cm.,Conner,1,2.99970322351922e-7,3.680923717751462e-8,6.581579069693951e-9,0
Suzanne is 62.05 cm tall.,Suzanne,1,3.002641767166357e-7,3.6836974555450967e-8,6.585578054284909e-9,0
Donna is 62.06 cm tall.,Donna,1,3.0055835496692183e-7,3.6864735449601546e-8,6.5895797726010995e-9,0
Hanna is 62.08 cm tall.,Hanna,1,3.011476847115418e-7,3.692032787518754e-8,6.597591418717294e-9,0
Kenneth is 62.09 cm.,Kenneth,1,3.014428370008792e-7,3.6948159451001524e-8,6.601601350675698e-9,0
Sue is 62.1 cm.,Sue,1,3.017383147657968e-7,3.697601463178668e-8,6.6056140246761095e-9,0
Rose is 62.11 cm tall.,Rose,1,3.0203411840513683e-7,3.700389343979006e-8,6.609629442802084e-9,0
Brooklyn is 62.12 cm tall.,Brooklyn,1,3.0233024831827955e-7,3.703179589728134e-8,6.613647607138876e-9,0
Levi is 62.13 cm tall.,Levi,1,3.026267049051425e-7,3.7059722026553464e-8,6.617668519773536e-9,0
Grady 's height is 62.14 cm.,Grady,1,3.029234885661843e-7,3.708767184992271e-8,6.621692182794827e-9,0
Ashley is 62.16 cm.,Ashley,1,3.035180387153357e-7,3.714364266833212e-8,6.629747768361101e-9,0
Corinne is 62.18 cm.,Corinne,1,3.041139019802112e-7,3.7199708531501496e-8,6.637814380582817e-9,0
Madison is 62.19 cm.,Madison,1,3.0441232703794187e-7,3.722777716090774e-8,6.641851826929955e-9,0
Gilbert 's height is 62.2 cm.,Gilbert,1,3.047110815839667e-7,3.725586961879437e-8,6.645892036233073e-9,0
Avery 's height is 62.21 cm.,Avery,1,3.050101660225409e-7,3.728398592764002e-8,6.649935010593201e-9,0
Amy is 62.22 cm.,Amy,1,3.05309580758464e-7,3.7312126109946654e-8,6.653980752113103e-9,0
Forrest is 62.23 cm tall.,Forrest,1,3.056093261970844e-7,3.734029018823959e-8,6.658029262897335e-9,0
Erika 's height is 62.24 cm.,Erika,1,3.0590940274429533e-7,3.736847818506759e-8,6.662080545052199e-9,0
Susan is 62.25 cm.,Susan,1,3.0620981080653946e-7,3.739669012300256e-8,6.666134600685762e-9,0
Kurt is 62.26 cm.,Kurt,1,3.065105507908077e-7,3.742492602464024e-8,6.6701914319078495e-9,0
Therese is 62.27 cm tall.,Therese,1,3.068116231046416e-7,3.745318591259956e-8,6.674251040830073e-9,0
Gerard 's height is 62.28 cm.,Gerard,1,3.0711302815613255e-7,3.7481469809523004e-8,6.678313429565798e-9,0
Roderick is 62.29 cm tall.,Roderick,1,3.074147663539223e-7,3.750977773807657e-8,6.682378600230138e-9,0
Harvey is 62.3 cm.,Harvey,1,3.0771683810720687e-7,3.753810972094981e-8,6.686446554940016e-9,0
Adrian is 62.31 cm.,Adrian,1,3.080192438257331e-7,3.7566465780855884e-8,6.690517295814079e-9,0
Floyd 's height is 62.32 cm.,Floyd,1,3.083219839198028e-7,3.75948459405313e-8,6.694590824972804e-9,0
Alec is 62.33 cm tall.,Alec,1,3.0862505880027207e-7,3.762325022273664e-8,6.698667144538397e-9,0
Ernesto is 62.35 cm.,Ernesto,1,3.0923221456661105e-7,3.768013124589606e-8,6.706828163388025e-9,0
Jasper is 62.37 cm tall.,Jasper,1,3.0984071442272124e-7,3.773710903289031e-8,6.715000369376308e-9,0
Eli 's height is 62.38 cm.,Eli,1,3.1014546941749553e-7,3.7765634269977946e-8,6.7190906728719e-9,0
Zachary is 62.39 cm tall.,Zachary,1,3.1045056167549814e-7,3.779418376665483e-8,6.723183779545098e-9,0
Emmett is 62.4 cm tall.,Emmett,1,3.107559916114892e-7,3.782275754584737e-8,6.727279691530597e-9,0
Katherine is 62.41 cm.,Katherine,1,3.110617596407902e-7,3.785135563050582e-8,6.731378410964857e-9,0
Debbie is 62.43 cm tall.,Debbie,1,3.1167431164342423e-7,3.790862480814078e-8,6.739584280734631e-9,0
Jason is 62.44 cm.,Jason,1,3.1198109645021365e-7,3.793729594713721e-8,6.743691435352056e-9,0
Pauline is 62.45 cm.,Pauline,1,3.122882210172307e-7,3.796599148363944e-8,6.747801405982105e-9,0
Lisa 's height is 62.46 cm.,Lisa,1,3.1259568576261484e-7,3.799471144071737e-8,6.7519141947702596e-9,0
Brent is 62.47 cm.,Brent,1,3.1290349110507265e-7,3.802345584146463e-8,6.756029803863744e-9,0
Robyn is 62.48 cm tall.,Robyn,1,3.1321163746387753e-7,3.805222470899934e-8,6.760148235411622e-9,0
Kaitlyn 's height is 62.49 cm.,Kaitlyn,1,3.13520125258871e-7,3.808101806646323e-8,6.7642694915647216e-9,0
Grant is 62.5 cm tall.,Grant,1,3.1382895491046186e-7,3.8109835937022256e-8,6.7683935744757205e-9,0
Bella 's height is 62.51 cm.,Bella,1,3.141381268396301e-7,3.8138678343866675e-8,6.77252048629907e-9,0
Tracy 's height is 62.52 cm.,Tracy,1,3.1444764146792597e-7,3.8167545310210635e-8,6.776650229191025e-9,0
Connor 's height is 62.53 cm.,Connor,1,3.1475749921746933e-7,3.819643685929259e-8,6.7807828053096904e-9,0
Violet is 62.54 cm.,Violet,1,3.150677005109533e-7,3.8225353014374946e-8,6.7849182168149155e-9,0
Cecil 's height is 62.55 cm.,Cecil,1,3.153782457716435e-7,3.825429379874475e-8,6.789056465868419e-9,0
Madeleine is 62.56 cm.,Madeleine,1,3.156891354233797e-7,3.8283259235712844e-8,6.793197554633676e-9,0
